surface_id,role,menu_xmlid,parent_menu_xmlid_chain,navigation_path,action_xmlid,model,source_module,required_groups,capability,acl_read,acl_create,acl_write,record_rule_exists,record_rules,product_policy_released,policy_release_state,role_root_allowed,role_blocked,http_statuses,load_result,old_70_membership,final_decision,decision_reason
FE-AUD-fixture_role_finance-11,finance,smart_construction_core.menu_sc_construction_diary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 施工日志,smart_construction_core.action_sc_construction_diary,sc.construction.diary,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_construction_diary,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-12,finance,smart_construction_core.menu_sc_quality_issue,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量检查,smart_construction_core.action_sc_quality_issue,sc.quality.issue,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_issue,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-13,finance,smart_construction_core.menu_sc_quality_rectification,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量整改,smart_construction_core.action_sc_quality_rectification,sc.quality.rectification,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_rectification,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-14,finance,smart_construction_core.menu_sc_quality_recheck,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量复验,smart_construction_core.action_sc_quality_recheck,sc.quality.recheck,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_recheck,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-15,finance,smart_construction_core.menu_sc_safety_issue,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全检查,smart_construction_core.action_sc_safety_issue,sc.safety.issue,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_issue,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-16,finance,smart_construction_core.menu_sc_safety_rectification,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全整改,smart_construction_core.action_sc_safety_rectification,sc.safety.rectification,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_rectification,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-17,finance,smart_construction_core.menu_sc_safety_recheck,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全复验,smart_construction_core.action_sc_safety_recheck,sc.safety.recheck,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_recheck,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-18,finance,smart_construction_core.menu_sc_receipt_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 收款登记,smart_construction_core.action_sc_receipt_income,sc.receipt.income,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_receipt_income,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-19,finance,smart_construction_core.menu_sc_settlement_order,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group > smart_construction_core.menu_sc_settlement_center,系统菜单 / 财务中心 / 收付款办理 / 结算中心 / 结算单,smart_construction_core.action_sc_settlement_order,sc.settlement.order,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_settlement_read,catalog.menu.smart_construction_core_menu_sc_settlement_order,true,false,false,true,smart_construction_core.rule_sc_settlement_manager_order|smart_construction_core.rule_sc_settlement_read_order,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-20,finance,smart_construction_core.menu_sc_settlement_adjustment,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group > smart_construction_core.menu_sc_settlement_center,系统菜单 / 财务中心 / 收付款办理 / 结算中心 / 结算调整,smart_construction_core.action_sc_settlement_adjustment,sc.settlement.adjustment,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_settlement_read,catalog.menu.smart_construction_core_menu_sc_settlement_adjustment,true,false,false,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-21,finance,smart_construction_core.menu_sc_user_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 收入,smart_construction_core.action_sc_receipt_income_user_income,sc.receipt.income,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_user_income,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-22,finance,smart_construction_core.menu_sc_engineering_progress_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 工程进度款收入登记,smart_construction_core.action_sc_receipt_income_engineering_progress,sc.receipt.income,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_engineering_progress_income,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-23,finance,smart_construction_core.menu_payment_request_receive,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 收款申请,smart_construction_core.action_payment_request_receive,payment.request,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_payment_request_receive,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_request|smart_construction_core.rule_sc_finance_read_payment_request|smart_construction_core.rule_sc_finance_user_payment_request,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-24,finance,smart_construction_core.menu_sc_user_payment_apply_acceptance,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 支付申请,smart_construction_core.action_payment_request_user_payment_apply,payment.request,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_user_payment_apply_acceptance,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_request|smart_construction_core.rule_sc_finance_read_payment_request|smart_construction_core.rule_sc_finance_user_payment_request,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-25,finance,smart_construction_core.menu_sc_partner_payment,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 往来单位付款,smart_construction_core.action_sc_payment_execution_partner_payment,sc.payment.execution,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_partner_payment,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_execution|smart_construction_core.rule_sc_finance_read_payment_execution|smart_construction_core.rule_sc_finance_user_payment_execution,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-26,finance,smart_construction_core.menu_sc_payment_execution,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 实付登记,smart_construction_core.action_sc_payment_execution_actual_outflow,sc.payment.execution,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_payment_execution,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_execution|smart_construction_core.rule_sc_finance_read_payment_execution|smart_construction_core.rule_sc_finance_user_payment_execution,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-27,finance,smart_construction_core.menu_sc_company_finance_expense,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_receipt_payment_group,系统菜单 / 财务中心 / 收付款办理 / 公司财务支出,smart_construction_core.action_sc_payment_execution_company_finance_expense,sc.payment.execution,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_finance_expense,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_execution|smart_construction_core.rule_sc_finance_read_payment_execution|smart_construction_core.rule_sc_finance_user_payment_execution,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-28,finance,smart_construction_core.menu_sc_invoice_registration,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 发票总台账,smart_construction_core.action_sc_invoice_registration,sc.invoice.registration,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_invoice_registration,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-29,finance,smart_construction_core.menu_sc_invoice_output,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 销项发票,smart_construction_core.action_sc_invoice_output,sc.output.invoice.ledger,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_invoice_output,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-30,finance,smart_construction_core.menu_sc_output_invoice_change_registration,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 销项变更登记,smart_construction_core.action_sc_output_invoice_change_registration,sc.output.invoice.adjustment,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_output_invoice_change_registration,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-31,finance,smart_construction_core.menu_sc_output_invoice_adjustment,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 销项调整记录,smart_construction_core.action_sc_output_invoice_adjustment,sc.output.invoice.ledger,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_output_invoice_adjustment,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-32,finance,smart_construction_core.menu_sc_invoice_input,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 进项发票,smart_construction_core.action_sc_invoice_input,sc.invoice.registration,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_invoice_input,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-33,finance,smart_construction_core.menu_receipt_invoice_line,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_invoice_management_group,系统菜单 / 财务中心 / 发票台账 / 收款发票,smart_construction_core.action_receipt_invoice_line,sc.receipt.invoice.line,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_receipt_invoice_line,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-34,finance,smart_construction_core.menu_sc_finance_project_capital_position,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 项目资金总览,smart_construction_core.action_sc_finance_project_capital_position,sc.finance.project.capital.position,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_finance_project_capital_position,true,false,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-35,finance,smart_construction_core.menu_sc_finance_counterparty_position_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 往来对象资金总览,smart_construction_core.action_sc_finance_counterparty_position_summary,sc.finance.counterparty.position.summary,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_finance_counterparty_position_summary,true,false,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-36,finance,smart_construction_core.menu_sc_finance_project_counterparty_position,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 项目与对象资金往来,smart_construction_core.action_sc_finance_project_counterparty_position,sc.finance.project.counterparty.position,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_finance_project_counterparty_position,true,false,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-37,finance,smart_construction_core.menu_sc_company_contractor_responsibility_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 公司-承包人资金责任余额,smart_construction_core.action_sc_company_contractor_responsibility_summary,sc.company.contractor.responsibility.summary,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_contractor_responsibility_summary,true,false,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-38,finance,smart_construction_core.menu_sc_company_contractor_responsibility_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 公司-承包人资金责任明细,smart_construction_core.action_sc_company_contractor_responsibility_fact,sc.company.contractor.responsibility.fact,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_contractor_responsibility_fact,true,false,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-39,finance,smart_construction_core.menu_sc_finance_business_project_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 项目收付款汇总,smart_construction_core.action_sc_finance_business_project_summary,sc.finance.business.project.summary,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_finance_business_project_summary,true,false,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-40,finance,smart_construction_core.menu_sc_interfund_movement_project_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 项目借还调拨汇总,smart_construction_core.action_sc_interfund_movement_project_summary,sc.interfund.movement.project.summary,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_interfund_movement_project_summary,true,false,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-41,finance,smart_construction_core.menu_sc_finance_business_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 项目收付款来源明细,smart_construction_core.action_sc_finance_business_fact,sc.finance.business.fact,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_finance_business_fact,true,false,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-42,finance,smart_construction_core.menu_sc_interfund_movement_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_finance_interfund_analysis,系统菜单 / 财务中心 / 资金分析 / 借款还款与调拨明细,smart_construction_core.action_sc_interfund_movement_fact,sc.interfund.movement.fact,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_interfund_movement_fact,true,false,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
