surface_id,role,navigation_path,navigation_label,route,menu_id,action_id,menu_xmlid,action_xmlid,model,page_type,actual_component,title,document_title,breadcrumbs,identity_source,identity_result,reachable,load_result,write_capable,screenshot,load_ms,technical_leak,generic_title,notes
"FE-AUD-demo_role_finance-14","demo_role_finance","系统菜单 / 财务中心 / 付款管理 / 实付登记","实付登记","/a/910?menu_id=369","369","910","smart_construction_core.menu_sc_payment_execution","smart_construction_core.action_sc_payment_execution_actual_outflow","sc.payment.execution","list","ActionViewShell.vue → ListPage.vue","实付登记","实付登记 - 智能施工企业管理平台","系统菜单,财务中心,付款管理,实付登记","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-014.png","2482","false","false",""
"FE-AUD-demo_role_finance-15","demo_role_finance","系统菜单 / 财务中心 / 付款管理 / 公司财务支出","公司财务支出","/a/875?menu_id=593","593","875","smart_construction_core.menu_sc_company_finance_expense","smart_construction_core.action_sc_payment_execution_company_finance_expense","sc.payment.execution","list","ActionViewShell.vue → ListPage.vue","公司财务支出 · 暂无数据","公司财务支出 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,付款管理,公司财务支出,公司财务支出 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-015.png","2563","false","false",""
"FE-AUD-demo_role_finance-16","demo_role_finance","系统菜单 / 财务中心 / 付款管理 / 支付申请","支付申请","/a/876?menu_id=606","606","876","smart_construction_core.menu_sc_user_payment_apply_acceptance","smart_construction_core.action_payment_request_user_payment_apply","payment.request","list","ActionViewShell.vue → ListPage.vue","支付申请","支付申请 - 智能施工企业管理平台","系统菜单,财务中心,付款管理,支付申请","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-016.png","3375","false","false",""
"FE-AUD-demo_role_finance-17","demo_role_finance","系统菜单 / 财务中心 / 付款管理 / 往来单位付款","往来单位付款","/a/878?menu_id=607","607","878","smart_construction_core.menu_sc_partner_payment","smart_construction_core.action_sc_payment_execution_partner_payment","sc.payment.execution","list","ActionViewShell.vue → ListPage.vue","往来单位付款","往来单位付款 - 智能施工企业管理平台","系统菜单,财务中心,付款管理,往来单位付款","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-017.png","2539","false","false",""
"FE-AUD-demo_role_finance-18","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 费用报销单","费用报销单","/a/858?menu_id=366","366","858","smart_construction_core.menu_sc_expense_claim","smart_construction_core.action_sc_expense_claim_expense","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","费用报销单 · 暂无数据","费用报销单 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,费用报销单,费用报销单 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-018.png","2398","false","false",""
"FE-AUD-demo_role_finance-19","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 投标保证金支付","投标保证金支付","/a/885?menu_id=630","630","885","smart_construction_core.menu_sc_bid_deposit_pay","smart_construction_core.action_sc_bid_deposit_pay","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","投标保证金缴纳 · 暂无数据","投标保证金缴纳 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,投标保证金支付,投标保证金缴纳 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-019.png","2379","false","false",""
"FE-AUD-demo_role_finance-20","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 投标保证金退回","投标保证金退回","/a/886?menu_id=631","631","886","smart_construction_core.menu_sc_bid_deposit_return","smart_construction_core.action_sc_bid_deposit_return","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","投标保证金退回 · 暂无数据","投标保证金退回 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,投标保证金退回,投标保证金退回 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-020.png","2150","false","false",""
"FE-AUD-demo_role_finance-21","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 合同保证金支付","合同保证金支付","/a/887?menu_id=632","632","887","smart_construction_core.menu_sc_contract_deposit_register","smart_construction_core.action_sc_contract_deposit_pay","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","合同保证金登记 · 暂无数据","合同保证金登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,合同保证金支付,合同保证金登记 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-021.png","2032","false","false",""
"FE-AUD-demo_role_finance-22","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 合同保证金退回","合同保证金退回","/a/888?menu_id=633","633","888","smart_construction_core.menu_sc_contract_deposit_return","smart_construction_core.action_sc_contract_deposit_return","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","合同保证金退回 · 暂无数据","合同保证金退回 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,合同保证金退回,合同保证金退回 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-022.png","2116","false","false",""
"FE-AUD-demo_role_finance-23","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴登记","扣款实缴登记","/a/866?menu_id=613","613","866","smart_construction_core.menu_sc_deduction_paid","smart_construction_core.action_sc_expense_claim_deduction_paid","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","扣款实缴登记 · 暂无数据","扣款实缴登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,扣款实缴登记,扣款实缴登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-023.png","2200","false","false",""
"FE-AUD-demo_role_finance-24","demo_role_finance","系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴退回","扣款实缴退回","/a/867?menu_id=614","614","867","smart_construction_core.menu_sc_deduction_paid_refund","smart_construction_core.action_sc_expense_claim_deduction_paid_refund","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","扣款实缴退回 · 暂无数据","扣款实缴退回 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用与保证金,扣款实缴退回,扣款实缴退回 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-024.png","2288","false","false",""
"FE-AUD-demo_role_finance-25","demo_role_finance","系统菜单 / 财务中心 / 结算管理 / 结算单","结算单","/a/749?menu_id=387","387","749","smart_construction_core.menu_sc_settlement_order","smart_construction_core.action_sc_settlement_order","sc.settlement.order","list","ActionViewShell.vue → ListPage.vue","结算单","结算单 - 智能施工企业管理平台","系统菜单,财务中心,结算管理,结算单","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-025.png","2882","false","false",""
"FE-AUD-demo_role_finance-26","demo_role_finance","系统菜单 / 财务中心 / 结算管理 / 结算调整","结算调整","/a/748?menu_id=388","388","748","smart_construction_core.menu_sc_settlement_adjustment","smart_construction_core.action_sc_settlement_adjustment","sc.settlement.adjustment","list","ActionViewShell.vue → ListPage.vue","结算调整 · 暂无数据","结算调整 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,结算管理,结算调整,结算调整 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-026.png","2494","false","false",""
"FE-AUD-demo_role_finance-27","demo_role_finance","系统菜单 / 财务中心 / 资金分析 / 项目资金总览","项目资金总览","/a/775?menu_id=399","399","775","smart_construction_core.menu_sc_finance_project_capital_position","smart_construction_core.action_sc_finance_project_capital_position","sc.finance.project.capital.position","list","ActionViewShell.vue → ListPage.vue","项目资金总览 · 暂无数据","项目资金总览 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,资金分析,项目资金总览,项目资金总览 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-027.png","1781","false","false",""
"FE-AUD-demo_role_finance-28","demo_role_finance","系统菜单 / 财务中心 / 资金分析 / 往来对象资金总览","往来对象资金总览","/a/777?menu_id=400","400","777","smart_construction_core.menu_sc_finance_counterparty_position_summary","smart_construction_core.action_sc_finance_counterparty_position_summary","sc.finance.counterparty.position.summary","list","ActionViewShell.vue → ListPage.vue","往来对象资金总览 · 暂无数据","往来对象资金总览 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,资金分析,往来对象资金总览,往来对象资金总览 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-028.png","1337","false","false",""
"FE-AUD-demo_role_finance-29","demo_role_finance","系统菜单 / 财务中心 / 资金分析 / 项目与对象资金往来报表","项目与对象资金往来报表","/a/776?menu_id=401","401","776","smart_construction_core.menu_sc_finance_project_counterparty_position","smart_construction_core.action_sc_finance_project_counterparty_position","sc.finance.project.counterparty.position","list","ActionViewShell.vue → ListPage.vue","项目与对象资金往来 · 暂无数据","项目与对象资金往来 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,资金分析,项目与对象资金往来报表,项目与对象资金往来 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-029.png","1365","false","false",""
"FE-AUD-demo_role_finance-30","demo_role_finance","系统菜单 / 财务中心 / 资金分析 / 公司-承包人资金责任余额","公司-承包人资金责任余额","/a/779?menu_id=403","403","779","smart_construction_core.menu_sc_company_contractor_responsibility_summary","smart_construction_core.action_sc_company_contractor_responsibility_summary","sc.company.contractor.responsibility.summary","list","ActionViewShell.vue → ListPage.vue","公司-承包人资金责任余额 · 暂无数据","公司-承包人资金责任余额 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,资金分析,公司-承包人资金责任余额,公司-承包人资金责任余额 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-030.png","1497","false","false",""
"FE-AUD-demo_role_finance-31","demo_role_finance","系统菜单 / 财务中心 / 资金分析 / 公司-承包人资金责任明细","公司-承包人资金责任明细","/a/778?menu_id=402","402","778","smart_construction_core.menu_sc_company_contractor_responsibility_fact","smart_construction_core.action_sc_company_contractor_responsibility_fact","sc.company.contractor.responsibility.fact","list","ActionViewShell.vue → ListPage.vue","公司-承包人资金责任明细 · 暂无数据","公司-承包人资金责任明细 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,资金分析,公司-承包人资金责任明细,公司-承包人资金责任明细 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-031.png","2237","false","false",""
"FE-AUD-demo_role_finance-32","demo_role_finance","系统菜单 / 财务中心 / 扣款与非现金 / 扣款登记","扣款登记","/a/865?menu_id=612","612","865","smart_construction_core.menu_sc_deduction_bill","smart_construction_core.action_sc_expense_claim_deduction_bill","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","扣款登记 · 暂无数据","扣款登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,扣款与非现金,扣款登记,扣款登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-032.png","2068","false","false",""
"FE-AUD-demo_role_finance-33","demo_role_finance","系统菜单 / 财务中心 / 费用/保证金现金办理 / 报销申请","报销申请","/a/859?menu_id=627","627","859","smart_construction_core.menu_sc_reimbursement_request","smart_construction_core.action_sc_expense_claim_reimbursement_request","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","报销申请 · 暂无数据","报销申请 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用/保证金现金办理,报销申请,报销申请 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-033.png","2196","false","false",""
"FE-AUD-demo_role_finance-34","demo_role_finance","系统菜单 / 财务中心 / 费用/保证金现金办理 / 项目费用报销单","项目费用报销单","/a/868?menu_id=628","628","868","smart_construction_core.menu_sc_project_expense_claim","smart_construction_core.action_sc_expense_claim_project","sc.expense.claim","list","ActionViewShell.vue → ListPage.vue","项目费用报销单 · 暂无数据","项目费用报销单 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,费用/保证金现金办理,项目费用报销单,项目费用报销单 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-034.png","2152","false","false",""
"FE-AUD-demo_role_finance-35","demo_role_finance","系统菜单 / 财务中心 / 自筹资金 / 自筹垫付收入","自筹垫付收入","/a/704?menu_id=602","602","704","smart_construction_core.menu_sc_self_funding_advance_income","smart_construction_core.action_sc_self_funding_registration_income","sc.self.funding.registration","list","ActionViewShell.vue → ListPage.vue","自筹垫付办理 · 暂无数据","自筹垫付办理 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,自筹资金,自筹垫付收入,自筹垫付办理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-035.png","1932","false","false",""
"FE-AUD-demo_role_finance-36","demo_role_finance","系统菜单 / 财务中心 / 自筹资金 / 自筹退回","自筹退回","/a/705?menu_id=603","603","705","smart_construction_core.menu_sc_self_funding_advance_refund","smart_construction_core.action_sc_self_funding_registration_refund","sc.self.funding.registration","list","ActionViewShell.vue → ListPage.vue","自筹退回办理 · 暂无数据","自筹退回办理 · 暂无数据 - 智能施工企业管理平台","系统菜单,财务中心,自筹资金,自筹退回,自筹退回办理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-036.png","2031","false","false",""
"FE-AUD-demo_role_finance-37","demo_role_finance","系统菜单 / 税务中心 / 进项发票","进项发票","/a/851?menu_id=578","578","851","smart_construction_core.menu_sc_invoice_input","smart_construction_core.action_sc_invoice_input","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","进项发票 · 暂无数据","进项发票 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,进项发票,进项发票 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-037.png","2349","false","false",""
"FE-AUD-demo_role_finance-38","demo_role_finance","系统菜单 / 税务中心 / 预缴税款","预缴税款","/a/854?menu_id=582","582","854","smart_construction_core.menu_sc_invoice_prepaid_tax_user","smart_construction_core.action_sc_invoice_prepaid_tax_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","预缴税款 · 暂无数据","预缴税款 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,预缴税款,预缴税款 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-038.png","2751","false","false",""
"FE-AUD-demo_role_finance-39","demo_role_finance","系统菜单 / 税务中心 / 销项开票申请","销项开票申请","/a/852?menu_id=580","580","852","smart_construction_core.menu_sc_invoice_application_user","smart_construction_core.action_sc_invoice_application_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","销项开票申请 · 暂无数据","销项开票申请 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,销项开票申请,销项开票申请 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_finance-039.png","2034","false","false",""
"FE-AUD-demo_role_finance-40","demo_role_finance","系统菜单 / 税务中心 / 销项开票登记","销项开票登记","/a/853?menu_id=581","581","853","smart_construction_core.menu_sc_invoice_registration_user","smart_construction_core.action_sc_invoice_registration_user","sc.invoice.registration","list","ActionViewShell.vue → ListPage.vue","销项开票登记 · 暂无数据","销项开票登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,销项开票登记,销项开票登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-040.png","2202","false","false",""
"FE-AUD-demo_role_finance-41","demo_role_finance","系统菜单 / 税务中心 / 抵扣登记","抵扣登记","/a/856?menu_id=584","584","856","smart_construction_core.menu_sc_tax_deduction_registration_user","smart_construction_core.action_sc_tax_deduction_registration_user","sc.tax.deduction.registration","list","ActionViewShell.vue → ListPage.vue","抵扣登记 · 暂无数据","抵扣登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,抵扣登记,抵扣登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-041.png","2117","false","false",""
"FE-AUD-demo_role_finance-42","demo_role_finance","系统菜单 / 税务中心 / 外经证登记","外经证登记","/a/857?menu_id=585","585","857","smart_construction_core.menu_sc_tax_certificate_registration_user","smart_construction_core.action_sc_tax_certificate_registration_user","sc.tax.certificate.registration","list","ActionViewShell.vue → ListPage.vue","外经证登记 · 暂无数据","外经证登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,税务中心,外经证登记,外经证登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_finance-042.png","1745","false","false",""
"FE-AUD-demo_role_project_a_member-1","demo_role_project_a_member","系统菜单 / 项目中心 / 项目台账","项目台账","/a/521?menu_id=411","411","521","smart_construction_core.menu_sc_project_project","smart_construction_core.action_sc_project_list","project.project","list","ActionViewShell.vue → ListPage.vue","项目台账","项目台账 - 智能施工企业管理平台","系统菜单,项目中心,项目台账","action","PASS","true","ok","false","artifacts/frontend-page-identity/demo_role_project_a_member-001.png","3901","false","false",""
"FE-AUD-demo_role_project_a_member-2","demo_role_project_a_member","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","一般合同（公司）","/a/743?menu_id=383","383","743","smart_construction_core.menu_sc_general_contract","smart_construction_core.action_sc_general_contract","sc.general.contract","list","ActionViewShell.vue → ListPage.vue","一般合同（公司） · 暂无数据","一般合同（公司） · 暂无数据 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,一般合同（公司）,一般合同（公司） · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-002.png","2881","false","false",""
"FE-AUD-demo_role_project_a_member-3","demo_role_project_a_member","系统菜单 / 合同中心 / 合同管理 / 施工合同","施工合同","/a/600?menu_id=421","421","600","smart_construction_core.menu_sc_construction_contract","smart_construction_core.action_construction_contract_handling","construction.contract","list","ActionViewShell.vue → ListPage.vue","合同办理","合同办理 - 智能施工企业管理平台","系统菜单,合同中心,合同管理,施工合同,合同办理","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-003.png","2617","false","false",""
"FE-AUD-demo_role_project_a_member-4","demo_role_project_a_member","系统菜单 / 施工管理 / 计划进度 / 计划管理","计划管理","/a/725?menu_id=567","567","725","smart_construction_core.menu_sc_plan","smart_construction_core.action_sc_plan","sc.plan","list","ActionViewShell.vue → ListPage.vue","计划管理 · 暂无数据","计划管理 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划管理,计划管理 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-004.png","2231","false","false",""
"FE-AUD-demo_role_project_a_member-5","demo_role_project_a_member","系统菜单 / 施工管理 / 计划进度 / 计划汇报","计划汇报","/a/726?menu_id=568","568","726","smart_construction_core.menu_sc_plan_report","smart_construction_core.action_sc_plan_report","sc.plan.report","list","ActionViewShell.vue → ListPage.vue","计划汇报 · 暂无数据","计划汇报 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,计划进度,计划汇报,计划汇报 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-005.png","2014","false","false",""
"FE-AUD-demo_role_project_a_member-6","demo_role_project_a_member","系统菜单 / 施工管理 / 施工日志","施工日志","/a/793?menu_id=448","448","793","smart_construction_core.menu_sc_construction_diary","smart_construction_core.action_sc_construction_diary","sc.construction.diary","list","ActionViewShell.vue → ListPage.vue","施工日志 · 暂无数据","施工日志 · 暂无数据 - 智能施工企业管理平台","系统菜单,施工管理,施工日志,施工日志 · 暂无数据","action","PASS","true","empty","false","artifacts/frontend-page-identity/demo_role_project_a_member-006.png","1866","false","false",""
"FE-AUD-demo_role_project_a_member-7","demo_role_project_a_member","系统菜单 / 资料证照 / 证照管理 / 证照登记","证照登记","/a/723?menu_id=381","381","723","smart_construction_core.menu_sc_certificate_registration","smart_construction_core.action_sc_certificate_registration","sc.document.admin.document","list","ActionViewShell.vue → ListPage.vue","证照登记 · 暂无数据","证照登记 · 暂无数据 - 智能施工企业管理平台","系统菜单,资料证照,证照管理,证照登记,证照登记 · 暂无数据","action","PASS","true","empty","true","artifacts/frontend-page-identity/demo_role_project_a_member-007.png","2235","false","false",""
