model,field_name,label,dependency_kind,formal_target_field,view_contract,search_sort_compatibility,formal_business_authority,approval_dependency,statistics_dependency,risk,proposed_action
construction.contract.expense,p1_visible_17b341733b7b,P1可见合同编号,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_202b429f79ca,P1可见原件是否归档,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_2585b4ab16bd,P1可见合同订立日期,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_3e7255522b33,P1可见项目名称,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_3ec01dd569e2,P1可见合同标题,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_5839c15a34a4,P1可见挂靠人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_58a2eb3301c1,P1可见结算金额,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_75b438b16f10,P1可见未收款,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_75e856a13c7c,P1可见合同金额,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_7b9f4bb3e3ea,P1可见工程内容,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_8fa8662ad38f,P1可见单据编号,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_99f6fe6c41ad,P1可见附件,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_affba7961481,P1可见累计开票,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_bf0c9e684289,P1可见未收款比例,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_da9d3c637407,P1可见累计收款,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_dfc25d77dc39,P1可见录入时间,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_ee6a4d9e2956,P1可见录入人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.expense,p1_visible_fadf1135d6a4,P1可见发包人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_06fa8c6f628f,P1可见单据状态,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_0965a7d1e74c,P1可见工程类别,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_0cf26c325f34,P1可见工程地址,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_17b341733b7b,P1可见合同编号,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_202b429f79ca,P1可见原件是否归档,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_2585b4ab16bd,P1可见合同订立日期,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_3e7255522b33,P1可见项目名称,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_3ec01dd569e2,P1可见合同标题,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_5839c15a34a4,P1可见挂靠人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_58a2eb3301c1,P1可见结算金额,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_75b438b16f10,P1可见未收款,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_75e856a13c7c,P1可见合同金额,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_7b9f4bb3e3ea,P1可见工程内容,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_8fa8662ad38f,P1可见单据编号,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_99f6fe6c41ad,P1可见附件,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_affba7961481,P1可见累计开票,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_bf0c9e684289,P1可见未收款比例,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_da9d3c637407,P1可见累计收款,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_dfc25d77dc39,P1可见录入时间,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_ee6a4d9e2956,P1可见录入人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
construction.contract.income,p1_visible_fadf1135d6a4,P1可见发包人,STALE_VIEW_OR_REGISTRY_REFERENCE,,false,false,false,false,false,HIGH_STALE_GLOBAL_METADATA,"Prove zero references, then remove stale registry/view metadata in a reversible migration."
payment.request,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,document_status_display;state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_1874b0ce5103,是否关联单据,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,related_document_text;settlement_id;line_settlement_summary;material_settlement_id;contract_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_2c346345746e,申请日期,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,date_request;create_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_34943c40c9af,金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_3759fcfc297a,付款账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payment_account_no_display;payment_account_no;partner_bank_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_3e5fd432c9df,收款账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payment_account_no,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_name_display;project_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_3f91cf4fc953,付款单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payer_unit_display;payer_unit,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_48a64eb40c71,开户行,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payee_bank_name_display;payment_bank_name;partner_bank_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_63c5facb9f66,成本分类名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,cost_type_display;cost_category_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_6cf6e39bece9,金额大写,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount_uppercase_display;accepted_amount_uppercase;amount_uppercase,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_71e47f617269,填写人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name;source_created_by,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_880ab989a872,申请人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_created_by;creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_8fa8662ad38f,单据编号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_901384917949,账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payee_account_no_display;payment_account_no;partner_bank_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_9469a2ad32f8,实际付款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,actual_paid_amount_display;paid_amount_total;amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_99f6fe6c41ad,附件,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,attachment_ids;message_attachment_count,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_a103d7cee046,户名,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payee_account_name_display;payment_account_name;partner_account_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_ae1abe750af6,可用余额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,settlement_amount_payable;settlement_remaining_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_bb7c7aeff3e4,收款人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_c00fc55a25b8,申请付款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,request_amount_display;amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_c6b9a8cfdb21,付款方式,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,receipt_type;type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_ccfa1326c88f,收款单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payee_unit_display;partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_cdac00d3097d,类型（成本）,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,cost_type_display;cost_category_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_cf2988988f42,实际收款单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,actual_payee_unit_display;actual_payee_unit;partner_id;payment_account_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_created_at;created_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_e0361480e3a5,备注,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,note_display;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
payment.request,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_created_by;creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,document_state_text;mapping_state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_0b959af0bd69,开户账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,bank_account_no,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_0d083785a541,统一社会信用代码,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,social_credit_code,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_0faf3e63f1f4,合作类型,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,cooperation_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_25b047589d9e,开户银行,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,bank_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_3e0225610e0b,单位名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name;partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_53178a0b4360,收款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,receipt_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_7b434f7160f0,开户姓名,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,bank_account_holder,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_901384917949,账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,bank_account_no,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_cf4210e06be7,单位编号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_d890d302f7f7,付款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payment_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,entry_time;source_created_at,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_ecaf440fd399,银行账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,bank_account_no,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,entry_user_name;source_created_by,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_f22832ce4781,推送结果,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,push_result,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.business.entity,p1_visible_ff13e7689bd2,主税率,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,main_tax_rate,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.construction.diary,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.construction.diary,p1_visible_364d38fc2b37,上午气候,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,weather,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.construction.diary,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.construction.diary,p1_visible_73bf794d61b3,出勤机械,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,attendance_equipment,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
